Passage,Question,Choices
"Climatic conditions are delicately adjusted to the composition of the Earths atmosphere. If 
there were a change in the atmosphere for example, in the relative proportions of 
atmospheric gases the climate would probably cha nge also. A slight increase in water vapor, 
for instance, would increase the heat -retaining capacity of the atmosphere and would lead to a 
rise in global temperatures. In contrast, a large increase in water vapor would increase the 
thickness and extent of the cloud layer, reducing the amount of solar energy reaching the 
Earths surface.  
The level of carbon dioxide, CO 2, in the atmosphere has an important effect on climatic 
change. Most of the Earths incoming energy is short -wavelength radiation, which tend s to pass 
through atmospheric CO 2 easily. The Earth, however, reradiates much of the received energy as 
long-wavelength radiation, which CO 2 absorbs and then remits toward the Earth. This 
phenomenon, known as the greenhouse effect, can result in an increas e in the surface 
temperature of a planet. An extreme example of the effect is shown by Venus, a planet covered 
by heavy clouds composed mostly of CO 2, whose surface temperatures have been measured at 
430. If the CO 2 content of the atmosphere is reduced, the temperature falls. According to one 
respectable theory, if the atmospheric CO 2 concentration were halved, the Earth would become 
completely covered with ice. Another equally respectable theory, howeve r, states that a halving 
of the CO 2 concentration would lead only to a reduction in global temperatures of 3 . 
If, because of an increase in forest fires or volcanic activity, the CO 2 content of the  GRE  315 
 atmosphere increased, a warmer climate would be produced.  Plant growth, which relies on 
both the warmth and the availability of CO 2 would probably increase. As a consequence, plants 
would use more and more CO 2. Eventually CO 2 levels would diminish and the climate, in turn, 
would become cooler. With reduced tempe ratures many plants would die; CO 2 would thereby 
be returned to the atmosphere and gradually the temperature would rise again. Thus, if this 
process occurred, there might be a long -term oscillation in the amount of CO 2 present in the 
atmosphere, with regul ar temperature increases and decreases of a set magnitude.  
Some climatologists argue that the burning of fossil fuels has raised the level of CO 2 in the 
atmosphere and has caused a global temperature increase of at least 1 . But a supposed 
global temperatu re rise of 1  may in reality be only several regional temperature increases, 
restricted to areas where there are many meteorological stations and caused simply by shifts in 
the pattern of atmospheric circulation. Other areas, for example the Southern Hemis phere 
oceanic zone, may be experiencing an equivalent temperature decrease that is unrecognized 
because of the shortage of meteorological recording stations.  
2","If the CO 2 content of the atmosphere is reduced, the temperature falls. According to one 
respectable theory, if the atmospheric CO 2 concentration were halved, the Earth would become 
completely covered with ice. Another equally respectable theory, howeve r, states that a halving 
of the CO 2 concentration would lead only to a reduction in global temperatures of 3 . 
If, because of an increase in forest fires or volcanic activity, the CO 2 content of the  GRE  315 
 atmosphere increased, a warmer climate would be produced.  Plant growth, which relies on 
both the warmth and the availability of CO 2 would probably increase. As a consequence, plants 
would use more and more CO",{}
"Climatic conditions are delicately adjusted to the composition of the Earths atmosphere. If 
there were a change in the atmosphere for example, in the relative proportions of 
atmospheric gases the climate would probably cha nge also. A slight increase in water vapor, 
for instance, would increase the heat -retaining capacity of the atmosphere and would lead to a 
rise in global temperatures. In contrast, a large increase in water vapor would increase the 
thickness and extent of the cloud layer, reducing the amount of solar energy reaching the 
Earths surface.  
The level of carbon dioxide, CO 2, in the atmosphere has an important effect on climatic 
change. Most of the Earths incoming energy is short -wavelength radiation, which tend s to pass 
through atmospheric CO 2 easily. The Earth, however, reradiates much of the received energy as 
long-wavelength radiation, which CO 2 absorbs and then remits toward the Earth. This 
phenomenon, known as the greenhouse effect, can result in an increas e in the surface 
temperature of a planet. An extreme example of the effect is shown by Venus, a planet covered 
by heavy clouds composed mostly of CO 2, whose surface temperatures have been measured at 
430. If the CO 2 content of the atmosphere is reduced, the temperature falls. According to one 
respectable theory, if the atmospheric CO 2 concentration were halved, the Earth would become 
completely covered with ice. Another equally respectable theory, howeve r, states that a halving 
of the CO 2 concentration would lead only to a reduction in global temperatures of 3 . 
If, because of an increase in forest fires or volcanic activity, the CO 2 content of the  GRE  315 
 atmosphere increased, a warmer climate would be produced.  Plant growth, which relies on 
both the warmth and the availability of CO 2 would probably increase. As a consequence, plants 
would use more and more CO 2. Eventually CO 2 levels would diminish and the climate, in turn, 
would become cooler. With reduced tempe ratures many plants would die; CO 2 would thereby 
be returned to the atmosphere and gradually the temperature would rise again. Thus, if this 
process occurred, there might be a long -term oscillation in the amount of CO 2 present in the 
atmosphere, with regul ar temperature increases and decreases of a set magnitude.  
Some climatologists argue that the burning of fossil fuels has raised the level of CO 2 in the 
atmosphere and has caused a global temperature increase of at least 1 . But a supposed 
global temperatu re rise of 1  may in reality be only several regional temperature increases, 
restricted to areas where there are many meteorological stations and caused simply by shifts in 
the pattern of atmospheric circulation. Other areas, for example the Southern Hemis phere 
oceanic zone, may be experiencing an equivalent temperature decrease that is unrecognized 
because of the shortage of meteorological recording stations.  
2","Eventually CO 2 levels would diminish and the climate, in turn, 
would become cooler. With reduced tempe ratures many plants would die; CO 2 would thereby 
be returned to the atmosphere and gradually the temperature would rise again. Thus, if this 
process occurred, there might be a long -term oscillation in the amount of CO 2 present in the 
atmosphere, with regul ar temperature increases and decreases of a set magnitude.  
Some climatologists argue that the burning of fossil fuels has raised the level of CO 2 in the 
atmosphere and has caused a global temperature increase of at least 1 . But a supposed 
global temperatu re rise of 1  may in reality be only several regional temperature increases, 
restricted to areas where there are many meteorological stations and caused simply by shifts in 
the pattern of atmospheric circulation. Other areas, for example the Southern Hemis phere 
oceanic zone, may be experiencing an equivalent temperature decrease that is unrecognized 
because of the shortage of meteorological recording stations.",{}
"Climatic conditions are delicately adjusted to the composition of the Earths atmosphere. If 
there were a change in the atmosphere for example, in the relative proportions of 
atmospheric gases the climate would probably cha nge also. A slight increase in water vapor, 
for instance, would increase the heat -retaining capacity of the atmosphere and would lead to a 
rise in global temperatures. In contrast, a large increase in water vapor would increase the 
thickness and extent of the cloud layer, reducing the amount of solar energy reaching the 
Earths surface.  
The level of carbon dioxide, CO 2, in the atmosphere has an important effect on climatic 
change. Most of the Earths incoming energy is short -wavelength radiation, which tend s to pass 
through atmospheric CO 2 easily. The Earth, however, reradiates much of the received energy as 
long-wavelength radiation, which CO 2 absorbs and then remits toward the Earth. This 
phenomenon, known as the greenhouse effect, can result in an increas e in the surface 
temperature of a planet. An extreme example of the effect is shown by Venus, a planet covered 
by heavy clouds composed mostly of CO 2, whose surface temperatures have been measured at 
430. If the CO 2 content of the atmosphere is reduced, the temperature falls. According to one 
respectable theory, if the atmospheric CO 2 concentration were halved, the Earth would become 
completely covered with ice. Another equally respectable theory, howeve r, states that a halving 
of the CO 2 concentration would lead only to a reduction in global temperatures of 3 . 
If, because of an increase in forest fires or volcanic activity, the CO 2 content of the  GRE  315 
 atmosphere increased, a warmer climate would be produced.  Plant growth, which relies on 
both the warmth and the availability of CO 2 would probably increase. As a consequence, plants 
would use more and more CO 2. Eventually CO 2 levels would diminish and the climate, in turn, 
would become cooler. With reduced tempe ratures many plants would die; CO 2 would thereby 
be returned to the atmosphere and gradually the temperature would rise again. Thus, if this 
process occurred, there might be a long -term oscillation in the amount of CO 2 present in the 
atmosphere, with regul ar temperature increases and decreases of a set magnitude.  
Some climatologists argue that the burning of fossil fuels has raised the level of CO 2 in the 
atmosphere and has caused a global temperature increase of at least 1 . But a supposed 
global temperatu re rise of 1  may in reality be only several regional temperature increases, 
restricted to areas where there are many meteorological stations and caused simply by shifts in 
the pattern of atmospheric circulation. Other areas, for example the Southern Hemis phere 
oceanic zone, may be experiencing an equivalent temperature decrease that is unrecognized 
because of the shortage of meteorological recording stations.  
2","The passage supplies information for answering which of the following 
questions?","{'Choice 0': 'Why are p rojections of the effects of changes in water vapor levels on the \nclimate so inaccurate?', 'Choice 1': 'What are the steps in the process that takes place as CO 2 absorbs \nlong-wavelength radiation?', 'Choice 2': 'How might our understanding of the greenhouse effect be improved i f the \nburning of fossil fuels were decreased?', 'Choice 3': 'What might cause a series of regular increases and decreases in the amount of \nCO 2 in the atmosphere?', 'Choice 4': 'Why are there fewer meteorological recording stations in the Southern \nHemisphere oceanic zone than  elsewhere?'}"
"Climatic conditions are delicately adjusted to the composition of the Earths atmosphere. If 
there were a change in the atmosphere for example, in the relative proportions of 
atmospheric gases the climate would probably cha nge also. A slight increase in water vapor, 
for instance, would increase the heat -retaining capacity of the atmosphere and would lead to a 
rise in global temperatures. In contrast, a large increase in water vapor would increase the 
thickness and extent of the cloud layer, reducing the amount of solar energy reaching the 
Earths surface.  
The level of carbon dioxide, CO 2, in the atmosphere has an important effect on climatic 
change. Most of the Earths incoming energy is short -wavelength radiation, which tend s to pass 
through atmospheric CO 2 easily. The Earth, however, reradiates much of the received energy as 
long-wavelength radiation, which CO 2 absorbs and then remits toward the Earth. This 
phenomenon, known as the greenhouse effect, can result in an increas e in the surface 
temperature of a planet. An extreme example of the effect is shown by Venus, a planet covered 
by heavy clouds composed mostly of CO 2, whose surface temperatures have been measured at 
430. If the CO 2 content of the atmosphere is reduced, the temperature falls. According to one 
respectable theory, if the atmospheric CO 2 concentration were halved, the Earth would become 
completely covered with ice. Another equally respectable theory, howeve r, states that a halving 
of the CO 2 concentration would lead only to a reduction in global temperatures of 3 . 
If, because of an increase in forest fires or volcanic activity, the CO 2 content of the  GRE  315 
 atmosphere increased, a warmer climate would be produced.  Plant growth, which relies on 
both the warmth and the availability of CO 2 would probably increase. As a consequence, plants 
would use more and more CO 2. Eventually CO 2 levels would diminish and the climate, in turn, 
would become cooler. With reduced tempe ratures many plants would die; CO 2 would thereby 
be returned to the atmosphere and gradually the temperature would rise again. Thus, if this 
process occurred, there might be a long -term oscillation in the amount of CO 2 present in the 
atmosphere, with regul ar temperature increases and decreases of a set magnitude.  
Some climatologists argue that the burning of fossil fuels has raised the level of CO 2 in the 
atmosphere and has caused a global temperature increase of at least 1 . But a supposed 
global temperatu re rise of 1  may in reality be only several regional temperature increases, 
restricted to areas where there are many meteorological stations and caused simply by shifts in 
the pattern of atmospheric circulation. Other areas, for example the Southern Hemis phere 
oceanic zone, may be experiencing an equivalent temperature decrease that is unrecognized 
because of the shortage of meteorological recording stations.  
2",The author is primarily concerned with,"{'Choice 0': 'explaining the effects that the burning of fossil fuels might have on climate', 'Choice 1': 'illustrating the effects of CO 2 on atmospheric radiation', 'Choice 2': 'discussing effects that changes in the CO 2 level in th e atmosphere might have \non climate', 'Choice 3': 'challenging hypotheses about the effects of water vapor and CO 2 on climate', 'Choice 4': 'refuting hypotheses by climatologists about the causes of global temperature \nfluctuations'}"
"Climatic conditions are delicately adjusted to the composition of the Earths atmosphere. If 
there were a change in the atmosphere for example, in the relative proportions of 
atmospheric gases the climate would probably cha nge also. A slight increase in water vapor, 
for instance, would increase the heat -retaining capacity of the atmosphere and would lead to a 
rise in global temperatures. In contrast, a large increase in water vapor would increase the 
thickness and extent of the cloud layer, reducing the amount of solar energy reaching the 
Earths surface.  
The level of carbon dioxide, CO 2, in the atmosphere has an important effect on climatic 
change. Most of the Earths incoming energy is short -wavelength radiation, which tend s to pass 
through atmospheric CO 2 easily. The Earth, however, reradiates much of the received energy as 
long-wavelength radiation, which CO 2 absorbs and then remits toward the Earth. This 
phenomenon, known as the greenhouse effect, can result in an increas e in the surface 
temperature of a planet. An extreme example of the effect is shown by Venus, a planet covered 
by heavy clouds composed mostly of CO 2, whose surface temperatures have been measured at 
430. If the CO 2 content of the atmosphere is reduced, the temperature falls. According to one 
respectable theory, if the atmospheric CO 2 concentration were halved, the Earth would become 
completely covered with ice. Another equally respectable theory, howeve r, states that a halving 
of the CO 2 concentration would lead only to a reduction in global temperatures of 3 . 
If, because of an increase in forest fires or volcanic activity, the CO 2 content of the  GRE  315 
 atmosphere increased, a warmer climate would be produced.  Plant growth, which relies on 
both the warmth and the availability of CO 2 would probably increase. As a consequence, plants 
would use more and more CO 2. Eventually CO 2 levels would diminish and the climate, in turn, 
would become cooler. With reduced tempe ratures many plants would die; CO 2 would thereby 
be returned to the atmosphere and gradually the temperature would rise again. Thus, if this 
process occurred, there might be a long -term oscillation in the amount of CO 2 present in the 
atmosphere, with regul ar temperature increases and decreases of a set magnitude.  
Some climatologists argue that the burning of fossil fuels has raised the level of CO 2 in the 
atmosphere and has caused a global temperature increase of at least 1 . But a supposed 
global temperatu re rise of 1  may in reality be only several regional temperature increases, 
restricted to areas where there are many meteorological stations and caused simply by shifts in 
the pattern of atmospheric circulation. Other areas, for example the Southern Hemis phere 
oceanic zone, may be experiencing an equivalent temperature decrease that is unrecognized 
because of the shortage of meteorological recording stations.  
2","The passage suggests that a large decrease in the amount of CO 2 in the 
atmosphere would result in","{'Choice 0': 'at least a slight decrease in global temperatures', 'Choice 1': 'at the most a slight increase in short -wavelength radiation reaching the Earth', 'Choice 2': 'a slight long -term increase in global temperatures', 'Choice 3': 'a large long -term increase in the amount of volcanic activity  316 GMAT, GRE, LSAT', 'Choice 4': 'a slight short -term increase in atmosphere wate r vapor content'}"
"Climatic conditions are delicately adjusted to the composition of the Earths atmosphere. If 
there were a change in the atmosphere for example, in the relative proportions of 
atmospheric gases the climate would probably cha nge also. A slight increase in water vapor, 
for instance, would increase the heat -retaining capacity of the atmosphere and would lead to a 
rise in global temperatures. In contrast, a large increase in water vapor would increase the 
thickness and extent of the cloud layer, reducing the amount of solar energy reaching the 
Earths surface.  
The level of carbon dioxide, CO 2, in the atmosphere has an important effect on climatic 
change. Most of the Earths incoming energy is short -wavelength radiation, which tend s to pass 
through atmospheric CO 2 easily. The Earth, however, reradiates much of the received energy as 
long-wavelength radiation, which CO 2 absorbs and then remits toward the Earth. This 
phenomenon, known as the greenhouse effect, can result in an increas e in the surface 
temperature of a planet. An extreme example of the effect is shown by Venus, a planet covered 
by heavy clouds composed mostly of CO 2, whose surface temperatures have been measured at 
430. If the CO 2 content of the atmosphere is reduced, the temperature falls. According to one 
respectable theory, if the atmospheric CO 2 concentration were halved, the Earth would become 
completely covered with ice. Another equally respectable theory, howeve r, states that a halving 
of the CO 2 concentration would lead only to a reduction in global temperatures of 3 . 
If, because of an increase in forest fires or volcanic activity, the CO 2 content of the  GRE  315 
 atmosphere increased, a warmer climate would be produced.  Plant growth, which relies on 
both the warmth and the availability of CO 2 would probably increase. As a consequence, plants 
would use more and more CO 2. Eventually CO 2 levels would diminish and the climate, in turn, 
would become cooler. With reduced tempe ratures many plants would die; CO 2 would thereby 
be returned to the atmosphere and gradually the temperature would rise again. Thus, if this 
process occurred, there might be a long -term oscillation in the amount of CO 2 present in the 
atmosphere, with regul ar temperature increases and decreases of a set magnitude.  
Some climatologists argue that the burning of fossil fuels has raised the level of CO 2 in the 
atmosphere and has caused a global temperature increase of at least 1 . But a supposed 
global temperatu re rise of 1  may in reality be only several regional temperature increases, 
restricted to areas where there are many meteorological stations and caused simply by shifts in 
the pattern of atmospheric circulation. Other areas, for example the Southern Hemis phere 
oceanic zone, may be experiencing an equivalent temperature decrease that is unrecognized 
because of the shortage of meteorological recording stations.  
2",The author refers to Venus primarily in order to,"{'Choice 0': 'show the inherent weakness of the greenhouse effect theory', 'Choice 1': 'show that the greenhouse effect works on other planets but not on Earth', 'Choice 2': 'show the extent to which Earths atmosphere differs from that of Venus', 'Choice 3': 'support the contention that as water vapor increase, the amount of CO 2 \nincreases', 'Choice 4': 'support the argument that the CO 2 level in the atmosphere has a significant \neffect on climate'}"
"Climatic conditions are delicately adjusted to the composition of the Earths atmosphere. If 
there were a change in the atmosphere for example, in the relative proportions of 
atmospheric gases the climate would probably cha nge also. A slight increase in water vapor, 
for instance, would increase the heat -retaining capacity of the atmosphere and would lead to a 
rise in global temperatures. In contrast, a large increase in water vapor would increase the 
thickness and extent of the cloud layer, reducing the amount of solar energy reaching the 
Earths surface.  
The level of carbon dioxide, CO 2, in the atmosphere has an important effect on climatic 
change. Most of the Earths incoming energy is short -wavelength radiation, which tend s to pass 
through atmospheric CO 2 easily. The Earth, however, reradiates much of the received energy as 
long-wavelength radiation, which CO 2 absorbs and then remits toward the Earth. This 
phenomenon, known as the greenhouse effect, can result in an increas e in the surface 
temperature of a planet. An extreme example of the effect is shown by Venus, a planet covered 
by heavy clouds composed mostly of CO 2, whose surface temperatures have been measured at 
430. If the CO 2 content of the atmosphere is reduced, the temperature falls. According to one 
respectable theory, if the atmospheric CO 2 concentration were halved, the Earth would become 
completely covered with ice. Another equally respectable theory, howeve r, states that a halving 
of the CO 2 concentration would lead only to a reduction in global temperatures of 3 . 
If, because of an increase in forest fires or volcanic activity, the CO 2 content of the  GRE  315 
 atmosphere increased, a warmer climate would be produced.  Plant growth, which relies on 
both the warmth and the availability of CO 2 would probably increase. As a consequence, plants 
would use more and more CO 2. Eventually CO 2 levels would diminish and the climate, in turn, 
would become cooler. With reduced tempe ratures many plants would die; CO 2 would thereby 
be returned to the atmosphere and gradually the temperature would rise again. Thus, if this 
process occurred, there might be a long -term oscillation in the amount of CO 2 present in the 
atmosphere, with regul ar temperature increases and decreases of a set magnitude.  
Some climatologists argue that the burning of fossil fuels has raised the level of CO 2 in the 
atmosphere and has caused a global temperature increase of at least 1 . But a supposed 
global temperatu re rise of 1  may in reality be only several regional temperature increases, 
restricted to areas where there are many meteorological stations and caused simply by shifts in 
the pattern of atmospheric circulation. Other areas, for example the Southern Hemis phere 
oceanic zone, may be experiencing an equivalent temperature decrease that is unrecognized 
because of the shortage of meteorological recording stations.  
2","The passage suggests that if there were a slight global warming at the present 
time, it would be","{'Choice 0': 'easy to measure the exact increase in temperature  because of the abundance \nof temperature recording stations throughout the world', 'Choice 1': 'difficult to measure the increase of CO 2 in the atmosphere because of local \nvariations in amounts', 'Choice 2': 'easy to demonstrate the effects of the warming on the water vapor in the \natmosphere', 'Choice 3': 'difficult to prove that the warming was caused by the burning of fossil fuels', 'Choice 4': 'easy to prove that the warming was caused by an increase of cloud cover'}"
"Climatic conditions are delicately adjusted to the composition of the Earths atmosphere. If 
there were a change in the atmosphere for example, in the relative proportions of 
atmospheric gases the climate would probably cha nge also. A slight increase in water vapor, 
for instance, would increase the heat -retaining capacity of the atmosphere and would lead to a 
rise in global temperatures. In contrast, a large increase in water vapor would increase the 
thickness and extent of the cloud layer, reducing the amount of solar energy reaching the 
Earths surface.  
The level of carbon dioxide, CO 2, in the atmosphere has an important effect on climatic 
change. Most of the Earths incoming energy is short -wavelength radiation, which tend s to pass 
through atmospheric CO 2 easily. The Earth, however, reradiates much of the received energy as 
long-wavelength radiation, which CO 2 absorbs and then remits toward the Earth. This 
phenomenon, known as the greenhouse effect, can result in an increas e in the surface 
temperature of a planet. An extreme example of the effect is shown by Venus, a planet covered 
by heavy clouds composed mostly of CO 2, whose surface temperatures have been measured at 
430. If the CO 2 content of the atmosphere is reduced, the temperature falls. According to one 
respectable theory, if the atmospheric CO 2 concentration were halved, the Earth would become 
completely covered with ice. Another equally respectable theory, howeve r, states that a halving 
of the CO 2 concentration would lead only to a reduction in global temperatures of 3 . 
If, because of an increase in forest fires or volcanic activity, the CO 2 content of the  GRE  315 
 atmosphere increased, a warmer climate would be produced.  Plant growth, which relies on 
both the warmth and the availability of CO 2 would probably increase. As a consequence, plants 
would use more and more CO 2. Eventually CO 2 levels would diminish and the climate, in turn, 
would become cooler. With reduced tempe ratures many plants would die; CO 2 would thereby 
be returned to the atmosphere and gradually the temperature would rise again. Thus, if this 
process occurred, there might be a long -term oscillation in the amount of CO 2 present in the 
atmosphere, with regul ar temperature increases and decreases of a set magnitude.  
Some climatologists argue that the burning of fossil fuels has raised the level of CO 2 in the 
atmosphere and has caused a global temperature increase of at least 1 . But a supposed 
global temperatu re rise of 1  may in reality be only several regional temperature increases, 
restricted to areas where there are many meteorological stations and caused simply by shifts in 
the pattern of atmospheric circulation. Other areas, for example the Southern Hemis phere 
oceanic zone, may be experiencing an equivalent temperature decrease that is unrecognized 
because of the shortage of meteorological recording stations.  
2","The discussion of climate in the passage suggests which of the following 
conclusion?  
I. Climate is not perfectly stable, and slight regional temperature variations can 
be considered a normal feature of the environment.  
II. We are unable at present to measure global temperature changes precisely . 
III. The most important cause of regional climatic fluctuations is the change in 
CO 2 levels in the atmosphere.","{'Choice 0': 'I only', 'Choice 1': 'III only', 'Choice 2': 'I and II only', 'Choice 3': 'II and III only', 'Choice 4': 'I, II, and III'}"
"Climatic conditions are delicately adjusted to the composition of the Earths atmosphere. If 
there were a change in the atmosphere for example, in the relative proportions of 
atmospheric gases the climate would probably cha nge also. A slight increase in water vapor, 
for instance, would increase the heat -retaining capacity of the atmosphere and would lead to a 
rise in global temperatures. In contrast, a large increase in water vapor would increase the 
thickness and extent of the cloud layer, reducing the amount of solar energy reaching the 
Earths surface.  
The level of carbon dioxide, CO 2, in the atmosphere has an important effect on climatic 
change. Most of the Earths incoming energy is short -wavelength radiation, which tend s to pass 
through atmospheric CO 2 easily. The Earth, however, reradiates much of the received energy as 
long-wavelength radiation, which CO 2 absorbs and then remits toward the Earth. This 
phenomenon, known as the greenhouse effect, can result in an increas e in the surface 
temperature of a planet. An extreme example of the effect is shown by Venus, a planet covered 
by heavy clouds composed mostly of CO 2, whose surface temperatures have been measured at 
430. If the CO 2 content of the atmosphere is reduced, the temperature falls. According to one 
respectable theory, if the atmospheric CO 2 concentration were halved, the Earth would become 
completely covered with ice. Another equally respectable theory, howeve r, states that a halving 
of the CO 2 concentration would lead only to a reduction in global temperatures of 3 . 
If, because of an increase in forest fires or volcanic activity, the CO 2 content of the  GRE  315 
 atmosphere increased, a warmer climate would be produced.  Plant growth, which relies on 
both the warmth and the availability of CO 2 would probably increase. As a consequence, plants 
would use more and more CO 2. Eventually CO 2 levels would diminish and the climate, in turn, 
would become cooler. With reduced tempe ratures many plants would die; CO 2 would thereby 
be returned to the atmosphere and gradually the temperature would rise again. Thus, if this 
process occurred, there might be a long -term oscillation in the amount of CO 2 present in the 
atmosphere, with regul ar temperature increases and decreases of a set magnitude.  
Some climatologists argue that the burning of fossil fuels has raised the level of CO 2 in the 
atmosphere and has caused a global temperature increase of at least 1 . But a supposed 
global temperatu re rise of 1  may in reality be only several regional temperature increases, 
restricted to areas where there are many meteorological stations and caused simply by shifts in 
the pattern of atmospheric circulation. Other areas, for example the Southern Hemis phere 
oceanic zone, may be experiencing an equivalent temperature decrease that is unrecognized 
because of the shortage of meteorological recording stations.  
2",All of the following can be found in the authors discussion of climate EXCEPT,"{'Choice 0': 'a statement about the effects of increased volcanic activity on the Earths \ntemperatures', 'Choice 1': 'an indication of the effect of an increase in water v apor in the atmosphere', 'Choice 2': 'a contrast between two theories about the effects of a lowering of CO 2 levels \nin the atmosphere', 'Choice 3': 'a generalization about the efficiency of meteorological recording stations   GRE  317', 'Choice 4': 'a hypothesis about the relationship between atm ospheric gases and changes in \nclimate'}"
,The primary purpose of the passage is to,"{'Choice 0': 'defend a controversial interpretation of two novels', 'Choice 1': 'explain the source of widely recognized responses to two novels', 'Choice 2': 'delineate broad differences between two novels', 'Choice 3': 'compare and contrast two novels', 'Choice 4': 'criticize and evaluate two novels'}"
,"According the passage, Frankenstein differs from Wuthering Heights in its","{'Choice 0': 'use of multiple narrators', 'Choice 1': 'method of disguising the authors real purposes', 'Choice 2': 'portrayal of men as determiners of the novels act ion', 'Choice 3': 'creation of a realistic story', 'Choice 4': 'controversial effect on readers'}"
,"Which of the following narrative strategies best exemplifies the evidentiary 314 GMAT, GRE, LSAT    
 narrative technique mentioned in line 24?","{'Choice 0': 'Telling a story in such a way that the authors re al intentions are discernible \nonly through interpretations of allusions to a world outside that of the story', 'Choice 1': 'Telling a story in such a way that the reader is aware as events unfold of the \nauthors underlying purposes and the ways these purposes conflic t with the \ndrama of the plot', 'Choice 2': 'Telling a story in a way that both directs attention to the incongruities among \nthe points of view of several characters and hints that the plot has a \nsignificance other than that suggested by its mere events', 'Choice 3': 'Telling a story as a mystery in which the reader must deduce, from the \nconflicting evidence presented by several narrators, the moral and \nphilosophical significance of character and event', 'Choice 4': 'Telling a story from the authors point of view in a way that implies b oth the \nauthors and the readers ironic distance from the dramatic unfolding of \nevents'}"
,"According to the passage, the plots of Wuthering Heights and Frankenstein are 
notable for their elements of","{'Choice 0': 'drama and secrecy', 'Choice 1': 'heroism and tension', 'Choice 2': 'realis m and ambition', 'Choice 3': 'mystery and irony', 'Choice 4': 'morality and metaphysics'}"
"My objective is to analyze  certain forms of knowledge, not in terms of repression or law, 
but in terms of power. But the word power is apt to lead to misunderstandings about the nature, 
form, and unity of power. By power, I do not mean a group of institutions and mechanisms that 
ensure the subservience of the citizenry. I do not mean, either, a mode of subjugation that, in 
contrast to violence, has the form of the rule. Finally, I do not have in mind a general system of 
domination exerted by one group over another, a system whose ef fects, through successive 
derivations, pervade the entire social body. The sovereignty of the state, the form of law, or the 
overall unity of a domination are only the terminal forms power takes.  
It seems to me that power must be understood as the multipli city of force relations that are 
immanent in the social sphere; as the process that, through ceaseless struggle and 
confrontation, transforms, strengthens, or reverses them; as the support that these force 
relations find in one another, or on the contrary,  the disjunctions and contradictions that isolate 
them from one another; and lastly, as the strategies in which they take effect, whose general 
design or institutional crystallization is embodied in the state apparatus, in the formulation of 
the law, in th e various social hegemonies.  
Thus, the viewpoint that permits one to understand the exercise of power, even in its more 
peripheral effects, and that also makes it possible to use its mechanisms as a structural 
framework for analyzing the social order, mu st not be sought in a unique source of sovereignty 
from which secondary and descendent forms of power emanate but in the moving substrate of 
force relations that, by virtue of their inequality, constantly engender local and unstable states 
of power. If pow er seems omnipresent, it is not because it has the privilege of consolidating 
everything under its invincible unity, but because it is produced from one moment to the next, 
at every point, or rather in every relation from one point to another. Power is eve rywhere, not 
because it embraces everything, but because it comes from everywhere. And if power at times 
seems to be permanent, repetitious, inert, and self -reproducing, it is simply because the overall 
effect that emerges from all these mobilities is a co ncatenation that rests on each of them and 
seeks in turn to arrest their movement. One needs to be nominalistc, no doubt: power is not an 
institution, and not a structure; neither is it a certain strength we are endowed with; it is the 
name that one attrib utes to a complex strategic situation in a particular society.  
17. The authors primary purpose in defining power  is to 
(A) counteract self -serving and confusing uses of the term  
(B) establish a compromise among those who have defined the term in different  
ways  
(C) increase comprehension of the term by providing concrete examples  
(D) demonstrate how the meaning of the term has evolved  
(E) avoid possible misinterpretations resulting from the more common uses of the  GRE  311 
 term 
18. According to the passage, which of the following best describes the relationship 
between law and power?  
(A) Law is the protector of power.  
(B) Law is the source o f power.  
(C) Law sets bounds to power.  
(D) Law is a product of power.  
(E) Law is a stabilizer of power.  
19. Which of the following methods is NOT used extensively by the author in 
describing his own conception of power?  
(A) Restatement of central ideas  
(B) Provision of concrete examples  
(C) Analysis and classification  
(D) Comparison and contrast  
(E) Statement of cause and effect  
20. With which of the following statement would the author be most likely to agree?  
(A) Power tends to corrupt; absolute pow er corrupts absolutely.  
(B) The highest proof of virtue is to possess boundless power without abusing it.  
(C) To love knowledge is to love power.  
(D) It is from the people and their deeds that power springs.  
(E) The health of the people as a state is th e foundation on which all their power 
depends.  
2",The authors primary purpose in defining power  is to,"{'Choice 0': 'counteract self -serving and confusing uses of the term', 'Choice 1': 'establish a compromise among those who have defined the term in different  \nways', 'Choice 2': 'increase comprehension of the term by providing concrete examples', 'Choice 3': 'demonstrate how the meaning of the term has evolved', 'Choice 4': 'avoid possible misinterpretations resulting from the more common uses of the  GRE  311 \n term'}"
